0	2	5949
1	2	166
2	0	4614
2	1	4305
3	0	4614
3	1	1021
4	2	2900
5	2	885
6	2	1703
7	2	7483
8	2	5638
9	0	5189
9	1	4305
10	2	7814
11	2	2928
12	2	997
13	2	400
14	2	2663
15	2	3085
16	0	4614
16	1	2339
17	0	4614
17	1	4499
18	2	2715
19	0	7730
19	1	4499
20	2	4830
21	0	712
21	1	7117
22	2	3770
23	2	4408
24	2	2870
25	2	6137
26	2	3123
27	2	5812
28	2	3021
29	2	7920
30	2	7914
31	0	4614
31	1	2715
32	0	7730
32	1	2339
33	2	5300
34	2	4947
35	2	618
36	0	5189
36	1	2339
37	2	149
38	0	1937
38	1	4886
39	0	1937
39	1	7117
40	2	5839
41	2	5246
42	2	5049
43	2	7767
44	0	7466
44	1	1021
45	0	7730
45	1	4830
46	2	6823
47	0	1365
47	1	1021
48	0	7750
48	1	4305
49	2	7328
50	2	3904
51	2	1099
52	0	1365
52	1	4305
53	2	407
54	2	6287
55	0	4614
55	1	5393
56	0	5935
56	1	1021
57	2	6708
58	2	7213
59	2	3309
60	0	4614
60	1	7483
61	0	5189
61	1	3093
62	2	5042
63	2	7598
64	0	7730
64	1	3852
65	0	7693
65	1	2715
66	2	112
67	2	7749
68	0	7730
68	1	3219
69	2	3169
70	2	4742
71	2	534
72	2	3183
73	2	5084
74	0	7730
74	1	7920
75	2	1335
76	0	2689
76	1	4305
77	2	7441
78	0	4614
78	1	4810
79	0	1365
79	1	3219
80	2	4336
81	0	7968
81	1	7920
82	0	7693
82	1	3071
83	0	313
83	1	3085
84	2	4697
85	0	4482
85	1	3219
86	0	7693
86	1	4830
87	0	2436
87	1	5638
88	2	3974
89	0	5189
89	1	1066
90	0	7924
90	1	4305
91	0	4482
91	1	6122
92	0	4614
92	1	2575
93	0	7730
93	1	2575
94	2	3274
95	2	8014
96	2	1681
97	2	2716
98	2	2298
99	0	4614
99	1	4603
100	0	4482
100	1	2715
101	0	7730
101	1	6122
102	0	4130
102	1	1021
103	0	1365
103	1	3852
104	2	5755
105	0	6313
105	1	6185
106	0	7466
106	1	4305
107	0	4614
107	1	149
108	0	5015
108	1	4830
109	0	1365
109	1	5949
110	0	4864
110	1	2339
111	2	5642
112	0	5189
112	1	7117
113	2	7202
114	2	3266
115	2	7342
116	2	6382
117	0	5867
117	1	1066
118	2	7241
119	0	3387
119	1	4499
120	2	1566
121	0	4614
121	1	7914
122	0	1365
122	1	3093
123	2	453
124	0	4777
124	1	1021
125	0	4614
125	1	1566
126	2	6540
127	0	4482
127	1	3852
128	2	1017
129	0	7693
129	1	4886
130	2	7550
131	2	6389
132	0	4777
132	1	3085
133	2	2646
